,TEAM_OPEN,TEAM_HIGH,TEAM_LOW,TEAM_CLOSE,TEAM_VOLUME,TEAM_ema10,TEAM_ema30,TEAM_ema50,TEAM_ma10,TEAM_ma30,TEAM_ma50,TEAM_ma100,TEAM_rsi2,TEAM_rsi6,TEAM_rsi14,TEAM_rsi30,SMT_OPEN,SMT_HIGH,SMT_LOW,SMT_CLOSE,SMT_VOLUME,SMT_ema10,SMT_ema30,SMT_ema50,SMT_ma10,SMT_ma30,SMT_ma50,SMT_ma100,SMT_rsi2,SMT_rsi6,SMT_rsi14,SMT_rsi30,CCET_OPEN,CCET_HIGH,CCET_LOW,CCET_CLOSE,CCET_VOLUME,CCET_ema10,CCET_ema30,CCET_ema50,CCET_ma10,CCET_ma30,CCET_ma50,CCET_ma100,CCET_rsi2,CCET_rsi6,CCET_rsi14,CCET_rsi30,HANA_OPEN,HANA_HIGH,HANA_LOW,HANA_CLOSE,HANA_VOLUME,HANA_ema10,HANA_ema30,HANA_ema50,HANA_ma10,HANA_ma30,HANA_ma50,HANA_ma100,HANA_rsi2,HANA_rsi6,HANA_rsi14,HANA_rsi30,DELTA_OPEN,DELTA_HIGH,DELTA_LOW,DELTA_CLOSE,DELTA_VOLUME,DELTA_ema10,DELTA_ema30,DELTA_ema50,DELTA_ma10,DELTA_ma30,DELTA_ma50,DELTA_ma100,DELTA_rsi2,DELTA_rsi6,DELTA_rsi14,DELTA_rsi30,KCE_OPEN,KCE_HIGH,KCE_LOW,KCE_CLOSE,KCE_VOLUME,KCE_ema10,KCE_ema30,KCE_ema50,KCE_ma10,KCE_ma30,KCE_ma50,KCE_ma100,KCE_rsi2,KCE_rsi6,KCE_rsi14,KCE_rsi30,NEX_OPEN,NEX_HIGH,NEX_LOW,NEX_CLOSE,NEX_VOLUME,NEX_ema10,NEX_ema30,NEX_ema50,NEX_ma10,NEX_ma30,NEX_ma50,NEX_ma100,NEX_rsi2,NEX_rsi6,NEX_rsi14,NEX_rsi30,SVI_OPEN,SVI_HIGH,SVI_LOW,SVI_CLOSE,SVI_VOLUME,SVI_ema10,SVI_ema30,SVI_ema50,SVI_ma10,SVI_ma30,SVI_ma50,SVI_ma100,SVI_rsi2,SVI_rsi6,SVI_rsi14,SVI_rsi30,METCO_OPEN,METCO_HIGH,METCO_LOW,METCO_CLOSE,METCO_VOLUME,METCO_ema10,METCO_ema30,METCO_ema50,METCO_ma10,METCO_ma30,METCO_ma50,METCO_ma100,METCO_rsi2,METCO_rsi6,METCO_rsi14,METCO_rsi30,set50_index,set100_index,foreign_SET.BUY,foreign_SET.SELL,DELTA_gg_trend,เทคโนโลยี,ชิ้นส่วนอิเล็กทรอนิกส์,delta หุ้น,delta airlines,AS_top3_SET100_corr,NER_top3_SET100_corr,BOL_top3_SET100_corr
2021-03-25,1.690000057220459,1.7000000476837158,1.6799999475479126,1.6799999475479126,147400.0,1.6506806891511132,1.459954457471169,1.3429110493008523,1.6870000123977662,1.3986666758855184,1.2760000133514404,1.1093000072240828,13.2019077579837,63.75065020532924,72.21043851244751,72.05455799037814,4.400000095367432,4.559999942779541,4.360000133514404,4.559999942779541,11758000.0,4.40377765971817,4.323095722652533,4.185560094251343,4.3820000171661375,4.3793333053588865,4.427999982833862,3.651599988937378,79.6580909855816,67.77162225601305,58.644401796913506,57.347854005834314,2.4000000953674316,2.559999942779541,2.4000000953674316,2.4200000762939453,15784100.0,2.315180755995529,2.2484645494757953,2.2160277360291385,2.3010770797729494,2.2273335615793863,2.228461728096008,2.143646293878555,99.15632674299664,87.30426109610626,72.7310285406709,62.37481989613348,55.75,56.0,54.75,55.25,10499700.0,54.63704254517708,53.029962936881354,51.632909763036366,54.775,52.675,52.675,47.0575,47.31107117252326,57.00691049469584,56.883328579219665,56.396300143198445,311.0,311.0,289.0,289.0,4872700.0,316.047855283315,365.8202251271068,385.85715118951094,316.7,371.06666666666666,435.24,381.36,27.572977567614267,29.434050234837674,34.53794012406782,42.555803813121045,55.25,58.25,55.25,58.0,17515000.0,56.01179096593251,55.4180777187271,53.7882133799913,55.825,56.125,55.42,48.055,92.01044657898606,68.36875222683328,58.466117128114604,57.682545497344094,5.5,5.699999809265137,4.920000076293945,5.099999904632568,88625500.0,4.977697738120726,4.951061288858035,4.9353571890625085,4.957999992370605,4.958333317438761,5.0890000057220455,4.783000020980835,55.641383392878566,60.3370728075248,54.88211588673567,52.62578280067557,4.900000095367432,4.920000076293945,4.840000152587891,4.840000152587891,6387900.0,4.823699601028537,4.832724816937933,4.833407050222341,4.830000162124634,4.79966672261556,4.944600048065186,4.830500044822693,54.81937031390922,53.595188360118414,50.58829261872176,50.36100081425917,272.0,272.0,266.0,268.0,8600.0,264.7761810874982,250.5939563620159,237.91970335810097,264.3,252.48333333333332,232.08,209.23,29.550565406550838,68.7421739999689,65.26227777951429,63.77984570118377,,,,,,,,,,6.75,5.400000095367432,8.649999618530273
2021-03-26,1.649999976158142,1.690000057220459,1.600000023841858,1.6699999570846558,253200.0,1.6541932833208481,1.4735057800268778,1.355738065292374,1.6990000128746032,1.4183333396911622,1.2878000116348267,1.1172000068426131,7.384379559786501,59.63178040289722,70.61748340547807,71.21846401971388,4.539999961853027,4.619999885559082,4.360000133514404,4.400000095367432,9328000.0,4.403090829836217,4.3280572950857525,4.193969506059817,4.412000036239624,4.384666649500529,4.4323999881744385,3.6661999893188475,35.6261297519727,50.30032246803091,52.175183585253585,54.495726134227375,2.440000057220459,2.4600000381469727,2.4200000762939453,2.4200000762939453,3239400.0,2.3342388142316044,2.2595313576576115,2.2240266513336406,2.3233847856521606,2.2341540654500327,2.232554030418396,2.1466155254840853,99.15632674299664,87.30426109610626,72.7310285406709,62.37481989613349,56.25,57.5,55.75,56.25,23849500.0,54.93030753696306,53.237707263534176,51.81397212527023,55.275,52.833333333333336,52.8,47.1525,77.28601153588559,63.95181210208084,59.64159575192779,57.67532414162234,293.0,301.0,287.0,290.0,4094000.0,311.31188159543956,360.9285976995515,382.09804722129485,311.3,366.6,427.04,382.4,31.34657348279704,30.394771849252493,34.82223421760641,42.64344932340613,57.75,58.0,56.75,57.25,14960300.0,56.2369198812175,55.53626625300277,53.923969718030854,56.075,56.208333333333336,55.535,48.225,63.279881591918524,60.13707593720748,55.55128845280157,56.409646515392886,5.099999904632568,5.199999809265137,5.050000190734863,5.150000095367432,11279200.0,5.009025439438309,4.963896050568319,4.943774557937211,5.009000015258789,4.954999987284342,5.084000005722046,4.7909000205993655,67.63261928028244,63.24696906606863,56.30362167073188,53.30409268071856,4.860000133514404,5.400000095367432,4.840000152587891,5.400000095367432,72485000.0,4.928481509090154,4.869323221997901,4.855626385326071,4.892000150680542,4.821000051498413,4.953800048828125,4.831500043869019,97.10634750003052,85.69328419716918,69.81631012494198,59.21140836872409,269.0,274.0,266.0,272.0,21800.0,266.089602707953,251.97499143543422,239.25618557935192,265.7,255.25,233.48,210.27,81.52776804508053,77.48686434511771,67.83334075076442,64.88608807798262,,,,,,,,,,6.699999809265137,5.400000095367432,8.449999809265137
2021-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,68.0,0.0,22.0,0.0,,,
2021-03-29,1.7599999904632568,1.7599999904632568,1.6799999475479126,1.7000000476837158,184700.0,1.6625217859322785,1.4881183134240932,1.3692385351900738,1.697000014781952,1.4390000065167745,1.3002000117301942,1.125700007081032,74.58379451957593,67.24936657908813,72.5722772754613,72.21890001258672,4.440000057220459,4.519999980926514,4.380000114440918,4.480000019073486,8146400.0,4.417074318788448,4.337860051472058,4.2051863889230985,4.4440000534057615,4.391999975840251,4.438799991607666,3.682399990558624,58.54234417959288,56.957977055420415,54.85665786700649,55.636938815670064,2.4600000381469727,2.4600000381469727,2.4200000762939453,2.440000057220459,1382800.0,2.3534681311386687,2.271174499564892,2.232496196662536,2.3421540021896363,2.2416412353515627,2.2381540298461915,2.14978475689888,99.6029338428991,89.06484272728662,74.25296207835187,63.23969504279357,56.5,57.0,55.75,55.75,10565800.0,55.0793425302425,53.39979066588681,51.968326159573365,55.7,52.94166666666667,52.945,47.27,49.261148807018344,58.30119180045126,57.65556033284304,56.813340667314584,292.0,295.0,287.0,288.0,1950100.0,307.073357668996,356.2235268802256,378.4079277224206,305.6,362.6,420.2,383.475,25.94038512591403,29.433051292008685,34.49952897964552,42.509259275767256,57.75,59.25,57.25,57.25,15831700.0,56.42111626645068,55.64682972055098,54.05440227810807,56.425,56.233333333333334,55.66,48.41,63.279881591918524,60.13707593720748,55.55128845280157,56.40964651539288,5.449999809265137,5.599999904632568,5.300000190734863,5.5,23679200.0,5.098293541358617,4.998483402144557,4.965587320371046,5.082999992370605,4.963333320617676,5.086000003814697,4.804100022315979,93.23499584693798,77.26057165125081,64.69006432223634,57.69081621859206,5.300000190734863,5.400000095367432,5.199999809265137,5.400000095367432,24276300.0,5.014212161140567,4.903560439634645,4.876974373955144,4.956000137329101,4.839000050226847,4.9646000480651855,4.835000042915344,97.10634750003052,85.69328419716918,69.81631012494199,59.21140836872409,277.0,278.0,274.0,274.0,17500.0,267.5278567610525,253.39595972992237,240.61868810565187,267.3,258.03333333333336,234.94,211.31,89.37030105272551,80.7226787328219,69.06616134141863,65.43217937555974,,,,,,,,,,6.650000095367432,5.400000095367432,8.649999618530273
2021-03-30,1.7300000190734863,1.7300000190734863,1.6799999475479126,1.6799999475479126,165800.0,1.6656996334987573,1.5004977736901461,1.3814252572433223,1.6950000047683715,1.459333336353302,1.3122000098228455,1.1340000063180924,37.90919357103324,58.42881562244383,69.26391324762177,70.52818309819318,4.5,4.5,4.400000095367432,4.420000076293945,2932300.0,4.417606274698538,4.34315940791218,4.213610455094504,4.458000040054321,4.385333315531413,4.433599996566772,3.698599991798401,38.16370908797173,50.8298340712578,52.480034394136894,54.57501638234762,2.4600000381469727,2.4600000381469727,2.4200000762939453,2.4200000762939453,3393700.0,2.365564848439628,2.2807761496764436,2.239849289981415,2.3552309036254884,2.2478463729222615,2.242246332168579,2.1527539885044096,48.380988228648015,76.35809230724888,70.04301674798744,61.77083122825174,56.0,56.25,55.25,55.25,9254200.0,55.110371161107494,53.519159010023145,52.0970192513548,55.575,53.03333333333333,53.055,47.3725,28.553468115996274,52.71217455918702,55.65955300082807,55.94833428146201,291.0,304.0,290.0,299.0,4812400.0,305.60547445645125,352.5316864363401,375.2938913411492,302.4,356.5,414.58,384.675,74.43677559588161,41.623785816497865,37.90779762713725,43.52047762675442,57.25,57.75,55.25,55.75,14114300.0,56.29909512709601,55.65348586761221,54.12089630641756,56.425,56.19166666666667,55.76,48.5775,18.090167221889107,44.653305314086495,49.7932017953695,53.86553016069609,5.550000190734863,5.599999904632568,5.449999809265137,5.5,9044400.0,5.171331079293413,5.030839311683618,4.986544680356496,5.113000011444091,4.973333326975505,5.0920000076293945,4.817500023841858,93.23499584693798,77.26057165125081,64.69006432223634,57.69081621859207,5.449999809265137,5.5,5.199999809265137,5.199999809265137,15948000.0,5.047991733526852,4.9226855602559665,4.889642038084947,4.992000102996826,4.84833337465922,4.97060004234314,4.835500040054321,41.55031035094673,63.20818906159611,60.125206641933865,55.43390488435446,275.0,293.0,275.0,289.0,38000.0,271.4318828044975,255.69299458605644,242.51599445444984,270.3,259.43333333333334,236.72,212.51,98.5573878701663,91.59506072931525,76.37838484349511,69.1541068819064,,,,,,,,,,6.650000095367432,5.5,8.649999618530273
2021-03-31,1.6699999570846558,1.690000057220459,1.6200000047683716,1.690000057220459,444800.0,1.6701178923572484,1.5127237274662952,1.3935262297914455,1.6980000138282776,1.4793333371480306,1.3236000108718873,1.1425000071525573,58.37654470906314,61.4616873967174,70.00031780761313,70.88079373632851,4.460000038146973,4.460000038146973,4.400000095367432,4.420000076293945,2241700.0,4.418041511352248,4.348116870388423,4.2217041657297765,4.45600004196167,4.365999984741211,4.426799993515015,3.7141999936103822,38.16370908797173,50.8298340712578,52.480034394136894,54.57501638234762,2.440000057220459,2.440000057220459,2.4000000953674316,2.4200000762939453,1364000.0,2.375462162594958,2.289758338490476,2.2469140266995535,2.3720001220703124,2.2552822748819987,2.2470770931243895,2.15664629817009,48.380988228648015,76.3580923072489,70.04301674798744,61.77083122825172,55.5,56.0,55.0,55.25,6631200.0,55.13575822272431,53.630826170666815,52.22066555522324,55.425,53.09166666666667,53.165,47.5025,28.553468115996274,52.71217455918701,55.65955300082807,55.948334281462,300.0,302.0,290.0,290.0,2802200.0,302.7681154643692,348.49738408560853,371.9490328571826,299.3,351.5,409.18,385.765,35.93308789600532,35.587651037921646,36.24597857560746,42.88207319531732,56.25,56.5,55.5,56.0,7224300.0,56.24471419489673,55.675841618088846,54.19458664734237,56.3,56.075,55.89,48.7525,33.839186666918245,47.36380228833784,50.710212569665224,54.22150321567598,5.550000190734863,6.349999904632568,5.550000190734863,6.300000190734863,75601100.0,5.37654364501004,5.112720658719182,5.03805273958702,5.253000020980835,5.008333333333334,5.111000013351441,4.838900027275085,99.17820061300627,89.9159648671257,76.59691631808052,65.59640101889181,5.199999809265137,5.25,5.099999904632568,5.150000095367432,7607600.0,5.0665387084069575,4.937351014134126,4.899852157978378,5.015000104904175,4.851666704813639,4.9772000408172605,4.838200039863587,32.30832987051973,58.5957345786689,57.959197485571735,54.53414189401726,288.0,289.0,285.0,289.0,27700.0,274.62608593095246,257.84183364502053,244.33889663270674,273.0,259.4,238.5,213.715,98.5573878701663,91.59506072931524,76.37838484349511,69.15410688190642,,,,,,,,,,6.699999809265137,5.400000095367432,8.800000190734863
2021-04-01,1.6799999475479126,1.7300000190734863,1.6699999570846558,1.7300000190734863,639200.0,1.6810055517602005,1.5267415527312753,1.4067212803515257,1.6990000128746032,1.5010000030199686,1.336400010585785,1.151200007200241,88.55572491091638,71.45701615834592,72.8068317441741,72.25439526733986,4.440000057220459,4.559999942779541,4.420000076293945,4.539999961853027,12404900.0,4.440215775079662,4.3604964246764615,4.234186353813041,4.458000040054321,4.350666650136312,4.421999988555908,3.7303999924659728,83.66196621793648,62.46153712382165,56.819334901573555,56.35785552538564,2.440000057220459,2.440000057220459,2.4000000953674316,2.4200000762939453,1364200.0,2.383559965085683,2.2981610312519902,2.2537017149189413,2.388769340515137,2.2621027787526446,2.251538634300232,2.1603539884090424,48.380988228648015,76.3580923072489,70.04301674798744,61.77083122825172,55.75,56.5,55.5,56.0,6183500.0,55.29289309131989,53.783676095139924,52.368874749136054,55.5,53.15,53.285,47.625,79.71532264690308,60.82420522395894,58.17829287304657,56.99928520061378,294.0,326.0,291.0,324.0,11582700.0,306.62845810721115,346.9169076929886,370.06867862748913,299.7,347.3,403.22,387.215,86.94706905615351,61.13669788478394,45.895573241456084,45.97895672003618,56.5,56.75,56.0,56.5,6007700.0,56.291129795824595,55.72901312659925,54.284995014113264,56.25,55.983333333333334,56.02,48.925,62.601793565908864,52.899746709445765,52.575845454493816,54.94083293449915,6.199999809265137,6.800000190734863,6.150000095367432,6.650000095367432,49521700.0,5.608081181438656,5.211899977212617,5.10126636138233,5.428000020980835,5.051666673024496,5.138000011444092,4.862400026321411,99.53536696671803,92.19612556424934,79.80538704787199,68.27895194012207,5.199999809265137,5.300000190734863,4.980000019073486,5.050000190734863,23284100.0,5.063531705193849,4.944618702947078,4.905740316125691,5.034000110626221,4.854666709899902,4.9814000415802,4.838200039863587,17.096896865634875,49.86299654413595,53.78581481503772,52.762273437033706,288.0,298.0,286.0,297.0,59500.0,278.6940703071429,260.368166958245,246.40403794122807,276.4,260.6333333333333,240.44,214.995,99.49271807796289,94.13534250001587,79.39158709447265,70.93992754828935,955.97,2173.52,532501.17,535860.32,,,,,,6.849999904632568,5.449999809265137,8.75
2021-04-02,1.7999999523162842,1.840000033378601,1.7599999904632568,1.7599999904632568,3613300.0,1.695368176978938,1.5417904841978547,1.420575347414731,1.7020000100135804,1.5230000019073486,1.3494000101089478,1.1602000069618226,94.51791838391927,76.85875534658469,74.71721869943049,73.23399641552119,4.659999847412109,4.699999809265137,4.559999942779541,4.579999923706055,26267500.0,4.465631074829915,4.374657940742887,4.247747670279434,4.468000030517578,4.337999979654948,4.420399990081787,3.7449999928474424,89.03872990482328,65.70652527549197,58.18986509293432,56.94061217073393,2.4200000762939453,2.440000057220459,2.380000114440918,2.380000114440918,2992000.0,2.3829127195139073,2.3034409721028886,2.2586545933315683,2.396000051498413,2.2675899505615233,2.2529847764968873,2.162553988695145,5.242742822184167,51.1419280363993,61.35366760065275,58.74951742468576,57.25,57.5,56.75,56.75,13243100.0,55.55782162017082,53.97505183093735,52.54068358250327,55.575,53.28333333333333,53.41,47.7325,91.65985015974823,67.51201947890313,60.5892141430078,58.03497766135883,330.0,359.0,330.0,353.0,13573700.0,315.05964754226363,347.3093652611829,369.39931868131305,303.6,344.8666666666667,398.28,388.805,94.46517466291665,72.3585899276914,52.49951581084216,48.44535156163065,57.25,58.0,57.0,57.0,11304700.0,56.420015287492845,55.811012279721886,54.39146579787353,56.3,55.86666666666667,56.16,49.08,79.99534941601696,58.17803268123329,54.4332314116756,55.661558872988955,6.75,6.800000190734863,6.300000190734863,6.550000190734863,33942000.0,5.779339183128876,5.298229023246311,5.158079452729488,5.583000040054321,5.093333339691162,5.163000011444092,4.885700030326843,79.73346082638857,85.56283279425992,76.57518709892004,66.74083051661178,5.150000095367432,5.150000095367432,5.0,5.0,15586000.0,5.051980486067695,4.948191689853718,4.90943677431684,5.04800009727478,4.858666706085205,4.979400043487549,4.836200041770935,11.624034025795394,45.77019650040895,51.77824823799792,51.890218540758966,297.0,303.0,292.0,301.0,76300.0,282.7496938876624,262.9895755415841,248.54505606117993,280.0,262.26666666666665,242.46,216.245,99.6922502945528,95.0355975101626,80.71613441046246,71.78484861948743,,,,,,,,,,6.800000190734863,5.400000095367432,8.600000381469727
2021-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,48.0,19.0,10.0,0.0,,,
2021-04-05,1.7699999809265137,1.7899999618530273,1.7200000286102295,1.7300000190734863,872500.0,1.7016648755415829,1.5539330348349922,1.432709648264094,1.703000009059906,1.544000001748403,1.3614000105857849,1.1688000071048736,46.2880184243714,62.63451172572186,69.46196954816291,70.65344973867415,4.619999885559082,4.639999866485596,4.400000095367432,4.400000095367432,8648700.0,4.4536981694731,4.376292918460599,4.253718353616218,4.460000038146973,4.321333312988282,4.414399995803833,3.757599992752075,22.474004974394056,44.79584626012533,50.43261235191098,53.60827631615369,2.380000114440918,2.4000000953674316,2.3399999141693115,2.359999895095825,1848500.0,2.3787467514378924,2.3070899348766263,2.262628918890951,2.400000047683716,2.2736412127812704,2.2551386165618896,2.1652924478054048,2.7715229186233596,42.68430056184103,57.51182623408099,57.2998632415083,56.75,57.5,56.0,56.5,6789400.0,55.72912678013976,54.13795171281237,52.695950892993345,55.725,53.425,53.515,47.8475,65.82096135555658,63.19662721422667,59.36080100297539,57.55694794099422,371.0,389.0,352.0,379.0,15029600.0,326.6851661709429,349.35392234110657,369.77581598792824,311.2,343.3666666666667,394.7,390.605,97.27720713422103,78.9102852101401,57.50729219929815,50.53972799997455,57.0,58.25,56.75,57.25,8610000.0,56.57092159885778,55.90385019715919,54.50356517834908,56.5,55.81666666666667,56.31,49.245,86.345793217945,60.8129301194687,55.37434459197339,56.02537537592985,6.25,6.349999904632568,5.900000095367432,6.099999904632568,17877000.0,5.837641132493183,5.349956176884134,5.195017509666864,5.697000026702881,5.119999996821085,5.1770000076293945,4.9039000272750854,28.57324615907107,61.621702973224075,64.01788343701718,60.406193881228766,5.050000190734863,5.050000190734863,4.900000095367432,4.900000095367432,10482800.0,5.024347687758556,4.945082554725571,4.909066708475687,5.058000087738037,4.860666704177857,4.973400049209594,4.8337000417709355,5.097303477511216,38.237639908470776,47.92541103384535,50.17446747254545,301.0,301.0,292.0,297.0,29000.0,285.3406586353601,265.18379647438513,250.44524994113368,282.7,263.9,244.41,217.45,55.797737863157636,80.25257853803858,75.49094008229055,69.68877966938116,,,,,,,,,,6.599999904632568,5.449999809265137,8.600000381469727
2021-04-07,1.7300000190734863,1.7599999904632568,1.7000000476837158,1.75,2153900.0,1.7104530799885675,1.5665825164585412,1.445152407155698,1.7080000042915344,1.5663333336512248,1.3742000102996825,1.1777000069618224,68.03549681653702,67.45325107381996,70.92992279240418,71.34969183780568,4.320000171661377,4.380000114440918,4.199999809265137,4.28000020980835,7123900.0,4.422116722261326,4.370080485644325,4.254749014643361,4.4440000534057615,4.314666652679444,4.408800001144409,3.7701999950408935,11.25506364147965,35.705428023804096,46.02736657749294,51.52854831430384,2.3399999141693115,2.640000104904175,2.2799999713897705,2.5399999618530273,50921200.0,2.408065516967917,2.3221163882299423,2.2735062146933855,2.4200000524520875,2.2863078753153485,2.261630916595459,2.1703847563266754,89.74858126595107,79.42752155908063,73.55901864906484,65.27687269006017,56.0,58.75,55.75,57.0,17849400.0,55.96019463829616,54.32259998940512,52.8647371324838,55.975,53.65,53.61,48.0025,83.93539446432263,68.09165049547096,61.06118325378945,58.268138667697485,373.0,397.0,360.0,362.0,10495600.0,333.10604504895326,350.16979831909975,369.47088202761734,318.4,342.1,391.06,392.33,58.446221210805554,66.53631513896845,53.533264616597315,49.18813449579615,57.25,59.75,57.0,58.0,24410500.0,56.83075403542909,56.03908566831021,54.64068026939421,56.8,55.86666666666667,56.38,49.435,95.29925546863477,68.0577455061895,58.16580202640505,57.11738814281256,5.849999904632568,6.050000190734863,5.849999904632568,5.900000095367432,10023900.0,5.848979125743046,5.385442881302411,5.22266388557669,5.79500002861023,5.1449999968210856,5.1930000114440915,4.919300026893616,18.195507898382846,53.61996940879616,59.358855410762594,57.880379008646045,4.840000152587891,5.150000095367432,4.800000190734863,5.099999904632568,28869600.0,5.038102636281103,4.955077222461506,4.916554284795565,5.090000057220459,4.871333360671997,4.973400049209594,4.835500040054321,70.76267648463094,55.7251496639975,55.118498801852226,53.36479946697881,296.0,302.0,294.0,300.0,47100.0,288.005993428931,267.4300031534571,252.38857347285392,285.7,266.1666666666667,246.41,218.695,73.37935121308837,82.67765784961952,76.70875354165408,70.36025756598607,,,,,,,,,,6.449999809265137,5.400000095367432,8.600000381469727
2021-04-08,1.7400000095367432,1.909999966621399,1.7400000095367432,1.8700000047683716,4059100.0,1.7394616117667137,1.586157838284982,1.461813097258156,1.7259999990463257,1.5820000012715658,1.3890000104904174,1.1878000068664551,94.54408924938828,83.12354097038069,77.8193344772927,75.02713915076123,4.340000152587891,4.539999961853027,4.239999771118164,4.519999980926514,12827500.0,4.439913678382269,4.379752711146402,4.265151013321131,4.460000038146973,4.31933331489563,4.405200004577637,3.7863999938964845,70.38662296678302,56.76315064696936,54.573714743262066,55.130049320790384,2.5799999237060547,2.6600000858306885,2.4800000190734863,2.5199999809265137,24814600.0,2.428417237687662,2.334883071629721,2.2831726368986063,2.434000039100647,2.2964617093404134,2.265507836341858,2.1736155259609222,74.86587107198488,73.17301914814848,70.37839732039198,63.904653473689955,57.25,62.0,56.25,61.5,27817400.0,56.96743197678776,54.785658054604795,53.203374891994244,56.55,54.05,53.715,48.2225,98.47580904480238,86.90376042091249,72.29609390470839,63.90000554190629,377.0,381.0,364.0,378.0,7722300.0,341.2685823127799,351.9652952017385,369.80535724222057,325.2,340.96666666666664,388.54,394.175,76.27389852387097,71.57116789495598,56.57488284170857,50.47759846350224,58.5,61.0,57.0,60.75,34338300.0,57.543344210805614,56.34301562519342,54.88026143530032,57.375,56.025,56.435,49.67,99.19073803100858,82.38603481441412,66.45221184153502,60.808926782606285,5.949999809265137,6.199999809265137,5.699999809265137,5.849999904632568,15515300.0,5.849164721904778,5.4154143021624215,5.247265298088686,5.860000038146973,5.169999996821086,5.205000009536743,4.930000023841858,15.399045370899598,51.609473719679876,58.21813538402728,57.26115824772706,5.150000095367432,5.199999809265137,5.0,5.150000095367432,19393600.0,5.058447628842254,4.967652891681244,4.925709022465051,5.119000053405761,4.8850000381469725,4.959400053024292,4.839200038909912,78.2777694466921,59.19154112561957,56.727756816817006,54.124478741998864,302.0,315.0,301.0,309.0,90900.0,291.8230855327617,270.11193843387923,254.60862941509495,289.6,268.4,248.59,220.045,92.13923689978324,87.98809218213307,79.93053354153875,72.26690811161632,,,,,,,,,,6.449999809265137,5.349999904632568,9.149999618530273
2021-04-09,1.8700000047683716,1.8799999952316284,1.7899999618530273,1.850000023841858,807200.0,1.759559504871285,1.6031799147725225,1.4770361139869286,1.7430000066757203,1.6003333369890849,1.4040000104904176,1.1977000069618224,74.06871556119202,75.82231144742657,74.64417967933882,73.40270979330573,4.559999942779541,4.619999885559082,4.420000076293945,4.460000038146973,12065100.0,4.443565743794033,4.384929958049665,4.272792151549596,4.450000047683716,4.334666649500529,4.402000007629394,3.8033999943733217,52.79704650388985,51.6848159537129,52.34227945583239,54.09064870642136,2.5399999618530273,2.740000009536743,2.5199999809265137,2.700000047683716,39472300.0,2.477795930414217,2.3584390055686884,2.2995188098705714,2.462000036239624,2.313846309979757,2.273353977203369,2.1799386060237884,93.69263282621228,85.50241425094565,79.12629010460036,69.8128235846482,60.0,61.0,57.25,58.5,23843300.0,57.246080708280886,55.025293018823845,53.41108568054349,56.875,54.391666666666666,53.785,48.455,44.62323246174916,59.05177711106717,59.89001074510747,58.45912795197883,372.0,386.0,372.0,375.0,5580400.0,347.40156734681995,353.45140518872313,370.0090687229178,333.8,340.3,384.92,396.29,65.7032347247931,69.22761426851028,55.836860536400565,50.23034931859452,60.75,61.0,58.75,59.25,21337500.0,57.85364526338641,56.53056300421321,55.05162373195521,57.5,56.24166666666667,56.475,49.925,52.120546759872525,63.68699370048748,59.526155159779684,57.99199666411081,5.900000095367432,6.0,5.699999809265137,5.849999904632568,7733400.0,5.84931657330983,5.443452082966948,5.270901949325701,5.935000038146972,5.202999989191691,5.212000007629395,4.944500021934509,15.399045370899598,51.609473719679876,58.218135384027285,57.26115824772707,5.199999809265137,5.199999809265137,5.0,5.0,11627400.0,5.0478207872345715,4.969739801895357,4.928622394133088,5.1350000381469725,4.89833337465922,4.943400049209595,4.845000038146972,30.791095390751032,46.17656798794178,50.83855956791047,51.51991666569299,312.0,340.0,312.0,325.0,102800.0,297.8552517995323,273.65310369620966,257.3690753203853,295.3,271.23333333333335,251.07,221.535,97.75768230435717,92.73769063817659,84.13266242268355,75.20074546020457,,,,,,,,,,6.400000095367432,5.349999904632568,8.949999809265137
2021-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,21.0,20.0,0.0,0.0,,,
